Format Version,1.23,Take Name,Alza_001,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2022-12-02 12.25.22.852 PM,Capture Start Frame,2634524,Total Frames in Take,10514,Total Exported Frames,10514,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Cup:Marker1,Cup:Marker1,Cup:Marker1,Cup:Marker2,Cup:Marker2,Cup:Marker2,Cup:Marker3,Cup:Marker3,Cup:Marker3,Cup:Marker4,Cup:Marker4,Cup:Marker4,Cup:Marker5,Cup:Marker5,Cup:Marker5,Cup:Marker6,Cup:Marker6,Cup:Marker6
,ID,"DDD70","DDD70","DDD70","DDD90","DDD90","DDD90","DDD60","DDD60","DDD60","DDD80","DDD80","DDD80","DE540","DE540","DE540","DDD50","DDD50","DDD50"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
7638,21.216667,,,,,,,,,,,,,,,,,,
7639,21.219444,,,,,,,,,,,,,,,,,,
7640,21.222222,0.144299,0.140185,0.087232,0.077241,0.143654,0.083867,0.164069,0.137753,0.209057,0.074103,0.144256,0.209894,0.161601,0.140372,0.134738,0.176752,0.138616,0.166973
7641,21.225000,,,,,,,,,,,,,,,,,,
7642,21.227778,0.144300,0.140185,0.087221,0.077244,0.143659,0.083868,0.164072,0.137756,0.209061,0.074099,0.144247,0.209868,0.161590,0.140388,0.134736,0.176738,0.138617,0.166972
7643,21.230556,0.144300,0.140171,0.087220,0.077243,0.143654,0.083882,0.164055,0.137745,0.209050,0.074099,0.144253,0.209880,0.161600,0.140396,0.134734,0.176748,0.138615,0.166965
7644,21.233333,,,,,,,,,,,,,,,,,,
7645,21.236111,0.144296,0.140183,0.087213,0.077233,0.143674,0.083891,0.164050,0.137718,0.209026,0.074105,0.144260,0.209869,0.161647,0.140377,0.134744,0.176775,0.138609,0.166984
7646,21.238889,,,,,,,,,,,,,,,,,,
7647,21.241667,,,,,,,,,,,,,,,,,,
7648,21.244444,0.144329,0.140172,0.087220,0.077252,0.143646,0.083884,0.164057,0.137736,0.209042,0.074108,0.144261,0.209871,0.161678,0.140340,0.134747,0.176786,0.138589,0.166969
7649,21.247222,,,,,,,,,,,,,,,,,,
7650,21.250000,,,,,,,,,,,,,,,,,,
7651,21.252778,0.144344,0.140147,0.087222,0.077250,0.143653,0.083877,0.164055,0.137728,0.209039,0.074107,0.144243,0.209870,0.162577,0.139864,0.135134,0.176827,0.138565,0.166985
7652,21.255556,0.144325,0.140153,0.087232,0.077237,0.143659,0.083864,0.164066,0.137745,0.209053,0.074120,0.144244,0.209867,0.162586,0.139870,0.135129,0.176830,0.138565,0.166988
7653,21.258333,,,,,,,,,,,,,,,,,,
7654,21.261111,0.144337,0.140146,0.087231,0.077235,0.143659,0.083876,0.164070,0.137729,0.209029,0.074034,0.144434,0.209929,0.162584,0.139865,0.135138,0.176840,0.138549,0.166991
7655,21.263889,,,,,,,,,,,,,,,,,,
7656,21.266667,,,,,,,,,,,,,,,,,,
7657,21.269444,0.144328,0.140154,0.087236,0.077249,0.143643,0.083871,0.164065,0.137749,0.209030,0.074030,0.144425,0.209923,0.162601,0.139864,0.135139,0.176829,0.138564,0.166994
7658,21.272222,0.144345,0.140137,0.087227,0.077254,0.143650,0.083858,0.164067,0.137729,0.209017,0.074114,0.144250,0.209852,0.162569,0.139865,0.135146,0.176824,0.138579,0.166995
7659,21.275000,,,,,,,,,,,,,,,,,,
7660,21.277778,0.144322,0.140160,0.087230,0.077245,0.143667,0.083882,0.164079,0.137750,0.209038,0.074111,0.144242,0.209858,0.161692,0.140334,0.134765,0.176826,0.138576,0.166989
7661,21.280556,,,,,,,,,,,,,,,,,,
7662,21.283333,,,,,,,,,,,,,,,,,,
7663,21.286111,0.144319,0.140159,0.087234,0.077257,0.143654,0.083874,0.164044,0.137749,0.209042,0.074117,0.144247,0.209846,0.161662,0.140342,0.134758,0.176798,0.138594,0.166993
7664,21.288889,,,,,,,,,,,,,,,,,,
7665,21.291667,,,,,,,,,,,,,,,,,,
7666,21.294444,0.144314,0.140168,0.087229,0.077236,0.143663,0.083884,0.164061,0.137758,0.209044,0.074108,0.144264,0.209861,0.161776,0.140226,0.134709,0.176784,0.138602,0.166977
7667,21.297222,0.144298,0.140171,0.087217,0.077265,0.143647,0.083876,0.164054,0.137742,0.209054,0.074106,0.144261,0.209881,0.161671,0.140348,0.134765,0.176804,0.138584,0.166976
7668,21.300000,,,,,,,,,,,,,,,,,,
7669,21.302778,0.144304,0.140167,0.087215,0.077258,0.143670,0.083878,0.164074,0.137755,0.209042,0.074117,0.144252,0.209863,0.161770,0.140226,0.134706,0.176764,0.138587,0.166970
7670,21.305556,,,,,,,,,,,,,,,,,,
7671,21.308333,,,,,,,,,,,,,,,,,,
7672,21.311111,0.144321,0.140162,0.087211,0.077242,0.143663,0.083880,0.164057,0.137730,0.209051,0.074124,0.144267,0.209872,0.161668,0.140345,0.134751,0.176774,0.138605,0.166990
7673,21.313889,,,,,,,,,,,,,,,,,,
7674,21.316667,,,,,,,,,,,,,,,,,,
7675,21.319444,0.144326,0.140161,0.087225,0.077253,0.143670,0.083867,0.164065,0.137732,0.209044,0.074112,0.144251,0.209871,0.161816,0.140225,0.134710,0.176810,0.138581,0.166982
7676,21.322222,,,,,,,,,,,,,,,,,,
7677,21.325000,,,,,,,,,,,,,,,,,,
7678,21.327778,0.144317,0.140144,0.087217,0.077259,0.143640,0.083869,0.164062,0.137761,0.209069,0.074110,0.144268,0.209876,0.162580,0.139880,0.135130,0.176815,0.138570,0.166981
7679,21.330556,0.144318,0.140156,0.087234,0.077224,0.143667,0.083886,0.164074,0.137767,0.209063,0.074118,0.144256,0.209884,0.161669,0.140324,0.134760,0.176811,0.138571,0.166992
7680,21.333333,,,,,,,,,,,,,,,,,,
7681,21.336111,0.144318,0.140155,0.087224,0.077241,0.143663,0.083874,0.164063,0.137753,0.209053,0.074103,0.144266,0.209866,0.161697,0.140323,0.134757,0.176802,0.138581,0.166991
7682,21.338889,0.144326,0.140155,0.087229,0.077245,0.143658,0.083882,0.164075,0.137737,0.209047,0.074100,0.144255,0.209869,0.161692,0.140324,0.134760,0.176801,0.138582,0.167009
7683,21.341667,,,,,,,,,,,,,,,,,,
7684,21.344444,0.144334,0.140174,0.087227,0.077236,0.143657,0.083863,0.164069,0.137779,0.209057,0.074038,0.144456,0.209928,0.161667,0.140350,0.134744,0.176792,0.138591,0.167004
7685,21.347222,0.144321,0.140171,0.087228,0.077265,0.143644,0.083878,0.164076,0.137759,0.209040,0.074113,0.144263,0.209851,0.162569,0.139898,0.135137,0.176807,0.138595,0.166995
7686,21.350000,,,,,,,,,,,,,,,,,,
7687,21.352778,0.144303,0.140176,0.087235,0.077258,0.143659,0.083873,0.164076,0.137760,0.209062,0.074119,0.144262,0.209868,0.162536,0.139895,0.135140,0.176779,0.138605,0.166989
7688,21.355556,,,,,,,,,,,,,,,,,,
7689,21.358333,,,,,,,,,,,,,,,,,,
7690,21.361111,0.144307,0.140182,0.087229,0.077247,0.143652,0.083878,0.164069,0.137754,0.209052,0.074127,0.144246,0.209869,0.161658,0.140373,0.134755,0.176765,0.138606,0.166995
7691,21.363889,0.144305,0.140175,0.087234,0.077255,0.143659,0.083869,0.164067,0.137745,0.209054,0.074117,0.144246,0.209864,0.161672,0.140392,0.134762,0.176780,0.138617,0.166991
7692,21.366667,,,,,,,,,,,,,,,,,,
7693,21.369444,0.144310,0.140177,0.087232,0.077240,0.143670,0.083860,0.164065,0.137756,0.209046,0.074111,0.144259,0.209871,0.161660,0.140374,0.134755,0.176778,0.138613,0.166989
7694,21.372222,,,,,,,,,,,,,,,,,,
7695,21.375000,,,,,,,,,,,,,,,,,,
7696,21.377778,0.144308,0.140166,0.087228,0.077255,0.143661,0.083875,0.164069,0.137764,0.209049,0.074020,0.144445,0.209933,0.161649,0.140355,0.134734,0.176772,0.138586,0.166979
7697,21.380556,0.144314,0.140174,0.087219,0.077238,0.143644,0.083857,0.164066,0.137760,0.209066,0.074122,0.144252,0.209876,0.161662,0.140367,0.134744,0.176782,0.138606,0.166974
7698,21.383333,,,,,,,,,,,,,,,,,,
7699,21.386111,0.144318,0.140178,0.087214,0.077249,0.143647,0.083874,0.164081,0.137760,0.209056,0.074025,0.144426,0.209910,0.161791,0.140215,0.134690,0.176813,0.138581,0.166967
7700,21.388889,,,,,,,,,,,,,,,,,,
7701,21.391667,0.144318,0.140155,0.087218,0.077259,0.143647,0.083875,0.164076,0.137766,0.209063,0.074104,0.144264,0.209871,0.161664,0.140339,0.134725,0.176801,0.138577,0.166971
7702,21.394444,,,,,,,,,,,,,,,,,,
7703,21.397222,,,,,,,,,,,,,,,,,,
7704,21.400000,0.144327,0.140146,0.087209,0.077235,0.143658,0.083849,0.164074,0.137758,0.209053,0.074108,0.144257,0.209865,0.162571,0.139860,0.135113,0.176829,0.138576,0.166970
7705,21.402778,0.144330,0.140143,0.087214,0.077252,0.143659,0.083866,0.164067,0.137750,0.209040,0.074011,0.144427,0.209931,0.162568,0.139863,0.135122,0.176830,0.138546,0.166973
7706,21.405556,,,,,,,,,,,,,,,,,,
7707,21.408333,0.144326,0.140139,0.087230,0.077243,0.143673,0.083866,0.164062,0.137738,0.209040,0.074104,0.144269,0.209877,0.162615,0.139859,0.135112,0.176831,0.138558,0.166974
7708,21.411111,,,,,,,,,,,,,,,,,,
7709,21.413889,,,,,,,,,,,,,,,,,,
7710,21.416667,0.144335,0.140153,0.087227,0.077259,0.143671,0.083868,0.164068,0.137766,0.209040,0.074025,0.144448,0.209916,0.162610,0.139862,0.135122,0.176823,0.138571,0.166983
7711,21.419444,,,,,,,,,,,,,,,,,,
7712,21.422222,,,,,,,,,,,,,,,,,,
7713,21.425000,0.144330,0.140146,0.087230,0.077259,0.143666,0.083852,0.164058,0.137751,0.209036,0.074121,0.144245,0.209871,0.161691,0.140321,0.134765,0.176787,0.138585,0.166990
7714,21.427778,0.144327,0.140159,0.087233,0.077257,0.143671,0.083877,0.164061,0.137750,0.209022,0.074107,0.144273,0.209865,0.162580,0.139868,0.135137,0.176820,0.138569,0.166989
7715,21.430556,,,,,,,,,,,,,,,,,,
7716,21.433333,0.144331,0.140164,0.087230,0.077242,0.143687,0.083874,0.164058,0.137770,0.209042,0.074106,0.144255,0.209853,0.161689,0.140339,0.134756,0.176814,0.138559,0.166984
7717,21.436111,,,,,,,,,,,,,,,,,,
7718,21.438889,,,,,,,,,,,,,,,,,,
7719,21.441667,0.144326,0.140174,0.087240,0.077244,0.143673,0.083870,0.164072,0.137757,0.209047,0.074111,0.144272,0.209864,0.162564,0.139887,0.135130,0.176790,0.138592,0.166973
7720,21.444444,0.144306,0.140170,0.087221,0.077251,0.143663,0.083862,0.164058,0.137756,0.209044,0.074112,0.144254,0.209868,0.161796,0.140221,0.134714,0.176781,0.138601,0.166989
7721,21.447222,,,,,,,,,,,,,,,,,,
7722,21.450000,0.144308,0.140164,0.087226,0.077260,0.143677,0.083869,0.164068,0.137747,0.209032,0.074115,0.144249,0.209865,0.161784,0.140234,0.134713,0.176763,0.138597,0.167001
7723,21.452778,,,,,,,,,,,,,,,,,,
7724,21.455556,,,,,,,,,,,,,,,,,,
7725,21.458333,0.144311,0.140148,0.087220,0.077247,0.143666,0.083886,0.164051,0.137748,0.209032,0.074110,0.144260,0.209854,0.161771,0.140226,0.134707,0.176787,0.138598,0.166995
7726,21.461111,0.144317,0.140164,0.087233,0.077259,0.143642,0.083860,0.164068,0.137737,0.209034,0.074113,0.144252,0.209871,0.161647,0.140354,0.134767,0.176806,0.138593,0.166989
7727,21.463889,,,,,,,,,,,,,,,,,,
7728,21.466667,0.144316,0.140172,0.087232,0.077242,0.143657,0.083881,0.164081,0.137744,0.209048,0.074108,0.144269,0.209870,0.161656,0.140346,0.134754,0.176794,0.138578,0.166974
7729,21.469444,0.144322,0.140162,0.087228,0.077252,0.143647,0.083854,0.164072,0.137727,0.209044,0.074105,0.144250,0.209875,0.161638,0.140350,0.134763,0.176792,0.138592,0.166978
7730,21.472222,,,,,,,,,,,,,,,,,,
7731,21.475000,0.144311,0.140159,0.087226,0.077241,0.143654,0.083858,0.164066,0.137741,0.209028,0.074114,0.144261,0.209869,0.162564,0.139897,0.135135,0.176793,0.138593,0.166986
7732,21.477778,,,,,,,,,,,,,,,,,,
7733,21.480556,,,,,,,,,,,,,,,,,,
7734,21.483333,0.144321,0.140162,0.087219,0.077259,0.143677,0.083855,0.164050,0.137754,0.209043,0.074105,0.144272,0.209863,0.161805,0.140221,0.134712,0.176797,0.138588,0.166981
7735,21.486111,,,,,,,,,,,,,,,,,,
7736,21.488889,,,,,,,,,,,,,,,,,,
7737,21.491667,0.144320,0.140169,0.087228,0.077247,0.143676,0.083872,0.164081,0.137763,0.209051,0.074116,0.144247,0.209858,0.161681,0.140342,0.134749,0.176791,0.138592,0.166976
7738,21.494444,,,,,,,,,,,,,,,,,,
7739,21.497222,,,,,,,,,,,,,,,,,,
7740,21.500000,0.144307,0.140168,0.087227,0.077242,0.143689,0.083872,0.164065,0.137762,0.209023,0.074118,0.144247,0.209867,0.161650,0.140349,0.134754,0.176789,0.138582,0.166989
7741,21.502778,,,,,,,,,,,,,,,,,,
7742,21.505556,,,,,,,,,,,,,,,,,,
7743,21.508333,0.144295,0.140172,0.087241,0.077251,0.143664,0.083870,0.164060,0.137749,0.209044,0.074120,0.144259,0.209859,0.161771,0.140254,0.134710,0.176765,0.138596,0.166984
7744,21.511111,,,,,,,,,,,,,,,,,,
7745,21.513889,,,,,,,,,,,,,,,,,,
7746,21.516667,0.144297,0.140177,0.087217,0.077236,0.143680,0.083878,0.164059,0.137743,0.209019,0.074126,0.144264,0.209862,0.161806,0.140250,0.134705,0.176757,0.138602,0.166985
7747,21.519444,,,,,,,,,,,,,,,,,,
7748,21.522222,,,,,,,,,,,,,,,,,,
7749,21.525000,0.144305,0.140168,0.087222,0.077249,0.143669,0.083871,0.164065,0.137754,0.209052,0.074022,0.144438,0.209930,0.161664,0.140367,0.134754,0.176777,0.138606,0.166993
7750,21.527778,,,,,,,,,,,,,,,,,,
7751,21.530556,,,,,,,,,,,,,,,,,,
7752,21.533333,0.144309,0.140174,0.087224,0.077241,0.143677,0.083875,0.164051,0.137749,0.209033,0.074106,0.144261,0.209873,0.161653,0.140361,0.134746,0.176806,0.138587,0.166984
7753,21.536111,,,,,,,,,,,,,,,,,,
7754,21.538889,,,,,,,,,,,,,,,,,,
7755,21.541667,0.144330,0.140157,0.087235,0.077243,0.143668,0.083865,0.164054,0.137757,0.209027,0.074109,0.144266,0.209867,0.161685,0.140327,0.134765,0.176801,0.138569,0.166996
7756,21.544444,,,,,,,,,,,,,,,,,,
7757,21.547222,,,,,,,,,,,,,,,,,,
7758,21.550000,0.144328,0.140139,0.087242,0.077246,0.143676,0.083871,0.164037,0.137744,0.209036,0.074123,0.144266,0.209883,0.162588,0.139864,0.135132,0.176829,0.138561,0.166998
7759,21.552778,,,,,,,,,,,,,,,,,,
7760,21.555556,0.144331,0.140140,0.087220,0.077237,0.143669,0.083869,0.164064,0.137750,0.209033,0.074106,0.144274,0.209865,0.162582,0.139873,0.135130,0.176836,0.138571,0.166982
7761,21.558333,,,,,,,,,,,,,,,,,,
7762,21.561111,,,,,,,,,,,,,,,,,,
7763,21.563889,0.144331,0.140142,0.087218,0.077238,0.143667,0.083869,0.164059,0.137753,0.209048,0.074110,0.144268,0.209857,0.161714,0.140311,0.134769,0.176857,0.138538,0.166977
7764,21.566667,0.144332,0.140137,0.087229,0.077233,0.143669,0.083850,0.164045,0.137752,0.209028,0.074105,0.144266,0.209873,0.162581,0.139852,0.135131,0.176821,0.138564,0.166987
7765,21.569444,,,,,,,,,,,,,,,,,,
7766,21.572222,0.144327,0.140139,0.087219,0.077241,0.143670,0.083862,0.164068,0.137751,0.209040,0.074105,0.144259,0.209860,0.162578,0.139883,0.135128,0.176811,0.138565,0.166973
7767,21.575000,0.144333,0.140144,0.087220,0.077241,0.143653,0.083875,0.164056,0.137753,0.209046,0.074114,0.144260,0.209858,0.162576,0.139862,0.135112,0.176815,0.138559,0.166972
7768,21.577778,,,,,,,,,,,,,,,,,,
7769,21.580556,0.144316,0.140156,0.087219,0.077256,0.143658,0.083862,0.164067,0.137743,0.209015,0.074100,0.144261,0.209854,0.162554,0.139876,0.135120,0.176796,0.138567,0.166959
7770,21.583333,,,,,,,,,,,,,,,,,,
7771,21.586111,,,,,,,,,,,,,,,,,,
7772,21.588889,0.144301,0.140174,0.087214,0.077248,0.143669,0.083878,0.164068,0.137753,0.209013,0.074026,0.144447,0.209907,0.161798,0.140223,0.134691,0.176782,0.138595,0.166975
7773,21.591667,,,,,,,,,,,,,,,,,,
7774,21.594444,,,,,,,,,,,,,,,,,,
7775,21.597222,0.144301,0.140175,0.087224,0.077244,0.143663,0.083875,0.164067,0.137750,0.209016,0.074098,0.144262,0.209876,0.161638,0.140368,0.134745,0.176784,0.138605,0.166976
7776,21.600000,,,,,,,,,,,,,,,,,,
7777,21.602778,,,,,,,,,,,,,,,,,,
7778,21.605556,0.144321,0.140175,0.087221,0.077252,0.143666,0.083896,0.164055,0.137741,0.209035,0.074119,0.144260,0.209865,0.161662,0.140363,0.134750,0.176770,0.138610,0.166983
7779,21.608333,,,,,,,,,,,,,,,,,,
7780,21.611111,,,,,,,,,,,,,,,,,,
7781,21.613889,0.144309,0.140185,0.087225,0.077251,0.143676,0.083884,0.164064,0.137738,0.209053,0.074021,0.144438,0.209919,0.161661,0.140373,0.134760,0.176758,0.138616,0.166993
7782,21.616667,,,,,,,,,,,,,,,,,,
7783,21.619444,,,,,,,,,,,,,,,,,,
7784,21.622222,0.144313,0.140174,0.087228,0.077235,0.143675,0.083865,0.164053,0.137753,0.209043,0.074113,0.144263,0.209868,0.161650,0.140362,0.134772,0.176771,0.138623,0.167009
7785,21.625000,0.144302,0.140191,0.087231,0.077235,0.143695,0.083872,0.164066,0.137753,0.209047,0.074106,0.144273,0.209878,0.161643,0.140364,0.134771,0.176796,0.138605,0.167007
7786,21.627778,,,,,,,,,,,,,,,,,,
7787,21.630556,0.144319,0.140165,0.087247,0.077246,0.143680,0.083871,0.164058,0.137751,0.209023,0.074114,0.144275,0.209872,0.161646,0.140367,0.134776,0.176773,0.138605,0.167001
7788,21.633333,,,,,,,,,,,,,,,,,,
7789,21.636111,,,,,,,,,,,,,,,,,,
7790,21.638889,0.144313,0.140173,0.087244,0.077257,0.143664,0.083869,0.164045,0.137749,0.209018,0.074103,0.144261,0.209851,0.161682,0.140346,0.134764,0.176779,0.138598,0.167007
7791,21.641667,0.144322,0.140175,0.087232,0.077261,0.143658,0.083873,0.164046,0.137760,0.209038,0.074035,0.144446,0.209922,0.161663,0.140363,0.134762,0.176780,0.138592,0.166996
7792,21.644444,,,,,,,,,,,,,,,,,,
7793,21.647222,0.144316,0.140158,0.087222,0.077242,0.143669,0.083875,0.164062,0.137771,0.209044,0.074024,0.144437,0.209913,0.161799,0.140226,0.134702,0.176814,0.138579,0.166996
7794,21.650000,,,,,,,,,,,,,,,,,,
7795,21.652778,,,,,,,,,,,,,,,,,,
7796,21.655556,0.144316,0.140165,0.087227,0.077250,0.143655,0.083867,0.164060,0.137743,0.209037,0.074119,0.144259,0.209847,0.161686,0.140338,0.134764,0.176797,0.138593,0.166990
7797,21.658333,,,,,,,,,,,,,,,,,,
7798,21.661111,,,,,,,,,,,,,,,,,,
7799,21.663889,0.144317,0.140162,0.087221,0.077250,0.143658,0.083859,0.164080,0.137767,0.209048,0.074106,0.144240,0.209850,0.162553,0.139892,0.135112,0.176789,0.138587,0.166982
7800,21.666667,,,,,,,,,,,,,,,,,,
7801,21.669444,,,,,,,,,,,,,,,,,,
7802,21.672222,0.144303,0.140159,0.087214,0.077244,0.143645,0.083859,0.164043,0.137755,0.209033,0.074123,0.144249,0.209846,0.161657,0.140342,0.134737,0.176788,0.138576,0.166987
7803,21.675000,,,,,,,,,,,,,,,,,,
7804,21.677778,,,,,,,,,,,,,,,,,,
7805,21.680556,0.144322,0.140173,0.087226,0.077243,0.143662,0.083857,0.164068,0.137756,0.209036,0.074117,0.144258,0.209870,0.161637,0.140345,0.134752,0.176776,0.138601,0.166976
7806,21.683333,,,,,,,,,,,,,,,,,,
7807,21.686111,,,,,,,,,,,,,,,,,,
7808,21.688889,0.144315,0.140174,0.087231,0.077248,0.143685,0.083867,0.164070,0.137771,0.209045,0.074108,0.144265,0.209866,0.161678,0.140361,0.134765,0.176795,0.138590,0.166979
7809,21.691667,0.144316,0.140171,0.087226,0.077246,0.143657,0.083880,0.164066,0.137750,0.209027,0.074115,0.144263,0.209866,0.162566,0.139885,0.135125,0.176792,0.138592,0.166975
7810,21.694444,,,,,,,,,,,,,,,,,,
7811,21.697222,0.144326,0.140153,0.087221,0.077231,0.143664,0.083858,0.164071,0.137743,0.209019,0.074114,0.144267,0.209871,0.161816,0.140215,0.134720,0.176807,0.138588,0.166975
7812,21.700000,,,,,,,,,,,,,,,,,,
7813,21.702778,,,,,,,,,,,,,,,,,,
7814,21.705556,0.144329,0.140159,0.087235,0.077249,0.143664,0.083880,0.164067,0.137755,0.209028,0.074108,0.144255,0.209869,0.162584,0.139893,0.135134,0.176817,0.138574,0.166994
7815,21.708333,0.144331,0.140161,0.087226,0.077242,0.143656,0.083873,0.164070,0.137780,0.209050,0.074113,0.144261,0.209867,0.162548,0.139884,0.135140,0.176789,0.138572,0.166982
7816,21.711111,0.144305,0.140169,0.087229,0.077256,0.143675,0.083877,0.164071,0.137766,0.209037,0.074108,0.144259,0.209858,0.162572,0.139878,0.135135,0.176805,0.138561,0.166983
7817,21.713889,0.144325,0.140166,0.087218,0.077247,0.143665,0.083881,0.164064,0.137777,0.209042,0.074115,0.144273,0.209867,0.162578,0.139869,0.135127,0.176812,0.138574,0.166998
7818,21.716667,,,,,,,,,,,,,,,,,,
7819,21.719444,0.144323,0.140154,0.087220,0.077248,0.143680,0.083871,0.164054,0.137774,0.209036,0.074110,0.144270,0.209866,0.161677,0.140331,0.134763,0.176802,0.138580,0.166977
7820,21.722222,,,,,,,,,,,,,,,,,,
7821,21.725000,,,,,,,,,,,,,,,,,,
7822,21.727778,0.144321,0.140162,0.087219,0.077249,0.143660,0.083875,0.164063,0.137771,0.209031,0.074116,0.144263,0.209854,0.162568,0.139887,0.135130,0.176803,0.138576,0.166992
7823,21.730556,,,,,,,,,,,,,,,,,,
7824,21.733333,,,,,,,,,,,,,,,,,,
7825,21.736111,0.144333,0.140165,0.087226,0.077241,0.143677,0.083864,0.164085,0.137789,0.209046,0.074111,0.144267,0.209855,0.161656,0.140352,0.134769,0.176782,0.138581,0.166981
7826,21.738889,,,,,,,,,,,,,,,,,,
7827,21.741667,,,,,,,,,,,,,,,,,,
7828,21.744444,0.144310,0.140166,0.087226,0.077259,0.143673,0.083876,0.164068,0.137763,0.209044,0.074109,0.144268,0.209852,0.161676,0.140341,0.134766,0.176770,0.138609,0.166989
7829,21.747222,,,,,,,,,,,,,,,,,,
7830,21.750000,,,,,,,,,,,,,,,,,,
7831,21.752778,0.144310,0.140185,0.087220,0.077269,0.143651,0.083854,0.164070,0.137751,0.209022,0.074110,0.144265,0.209859,0.161800,0.140233,0.134718,0.176759,0.138602,0.166992
7832,21.755556,,,,,,,,,,,,,,,,,,
7833,21.758333,,,,,,,,,,,,,,,,,,
7834,21.761111,0.144316,0.140164,0.087227,0.077249,0.143657,0.083871,0.164062,0.137738,0.209022,0.074101,0.144255,0.209860,0.161671,0.140370,0.134759,0.176771,0.138586,0.167000
7835,21.763889,,,,,,,,,,,,,,,,,,
7836,21.766667,,,,,,,,,,,,,,,,,,
7837,21.769444,0.144297,0.140167,0.087232,0.077264,0.143650,0.083865,0.164055,0.137757,0.209025,0.074118,0.144255,0.209866,0.161637,0.140372,0.134773,0.176765,0.138604,0.167003
7838,21.772222,0.144297,0.140185,0.087222,0.077233,0.143659,0.083867,0.164074,0.137757,0.209034,0.074119,0.144246,0.209848,0.161650,0.140348,0.134771,0.176765,0.138609,0.166998
7839,21.775000,,,,,,,,,,,,,,,,,,
7840,21.777778,0.144309,0.140166,0.087240,0.077226,0.143662,0.083873,0.164072,0.137747,0.209030,0.074018,0.144442,0.209913,0.161622,0.140365,0.134760,0.176778,0.138613,0.166994
7841,21.780556,0.144326,0.140185,0.087229,0.077239,0.143653,0.083856,0.164081,0.137768,0.209028,0.074029,0.144448,0.209915,0.161620,0.140355,0.134769,0.176777,0.138604,0.166982
7842,21.783333,,,,,,,,,,,,,,,,,,
7843,21.786111,0.144304,0.140171,0.087235,0.077251,0.143663,0.083873,0.164071,0.137777,0.209041,0.074017,0.144429,0.209903,0.161659,0.140359,0.134764,0.176779,0.138603,0.166992
7844,21.788889,0.144320,0.140176,0.087224,0.077242,0.143665,0.083872,0.164069,0.137759,0.209045,0.074119,0.144277,0.209863,0.161654,0.140359,0.134773,0.176768,0.138599,0.166986
7845,21.791667,,,,,,,,,,,,,,,,,,
7846,21.794444,0.144307,0.140173,0.087221,0.077252,0.143684,0.083863,0.164063,0.137762,0.209044,0.074119,0.144259,0.209863,0.161648,0.140351,0.134767,0.176795,0.138595,0.166985
7847,21.797222,,,,,,,,,,,,,,,,,,
7848,21.800000,,,,,,,,,,,,,,,,,,
7849,21.802778,0.144311,0.140172,0.087225,0.077258,0.143669,0.083875,0.164072,0.137751,0.209026,0.074100,0.144268,0.209876,0.161650,0.140351,0.134754,0.176783,0.138599,0.166974
7850,21.805556,,,,,,,,,,,,,,,,,,
7851,21.808333,,,,,,,,,,,,,,,,,,
7852,21.811111,0.144299,0.140156,0.087222,0.077253,0.143684,0.083887,0.164081,0.137754,0.209039,0.074103,0.144260,0.209864,0.161792,0.140224,0.134704,0.176798,0.138585,0.166990
7853,21.813889,,,,,,,,,,,,,,,,,,
7854,21.816667,,,,,,,,,,,,,,,,,,
7855,21.819444,0.144322,0.140157,0.087220,0.077251,0.143660,0.083875,0.164084,0.137759,0.209020,0.074100,0.144259,0.209875,0.161656,0.140363,0.134756,0.176789,0.138574,0.166968
7856,21.822222,0.144320,0.140160,0.087215,0.077257,0.143672,0.083892,0.164061,0.137752,0.209019,0.074119,0.144269,0.209877,0.161791,0.140216,0.134704,0.176792,0.138575,0.166973
7857,21.825000,,,,,,,,,,,,,,,,,,
7858,21.827778,0.144300,0.140159,0.087222,0.077233,0.143663,0.083869,0.164082,0.137760,0.209047,0.074109,0.144266,0.209874,0.162566,0.139889,0.135128,0.176799,0.138590,0.166996
7859,21.830556,,,,,,,,,,,,,,,,,,
7860,21.833333,,,,,,,,,,,,,,,,,,
7861,21.836111,0.144311,0.140167,0.087213,0.077240,0.143668,0.083877,0.164062,0.137760,0.209024,0.074115,0.144259,0.209855,0.161687,0.140344,0.134761,0.176805,0.138571,0.166990
7862,21.838889,,,,,,,,,,,,,,,,,,
7863,21.841667,,,,,,,,,,,,,,,,,,
7864,21.844444,0.144325,0.140155,0.087226,0.077266,0.143646,0.083854,0.164080,0.137758,0.209024,0.074026,0.144455,0.209912,0.162574,0.139882,0.135131,0.176815,0.138562,0.166991
7865,21.847222,,,,,,,,,,,,,,,,,,
7866,21.850000,,,,,,,,,,,,,,,,,,
7867,21.852778,0.144323,0.140166,0.087236,0.077253,0.143675,0.083861,0.164084,0.137754,0.209016,0.074110,0.144266,0.209836,0.162588,0.139877,0.135131,0.176801,0.138579,0.166997
